input_id,link,title,category,address,open_hours,popular_times,website,phone,plus_code,review_count,review_rating,reviews_per_rating,latitude,longitude,cid,status,descriptions,reviews_link,thumbnail,timezone,price_range,data_id,place_id,images,reservations,order_online,menu,owner,complete_address,about,user_reviews,user_reviews_extended,emails
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/Rocky%27s+Crown+Pub/data=!4m7!3m6!1s0x80dc01db7a345c3f:0x6aba813dda3a41bd!8m2!3d32.7886029!4d-117.2376316!16s%2Fg%2F1thhktb2!19sChIJP1w0etsB3IARvUE62j2Bumo?authuser=0&hl=en&rclk=1,Rocky's Crown Pub,Bar,"3786 Ingraham St, San Diego, CA 92109","{""Tuesday"":[""11 AM–10:45 PM""]}",{},http://www.rockyburgers.com/,(858) 273-9140,"QQQ6+CW San Diego, California",0,4.600000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.788603,-117.237632,7690601416342782397,,"Locals head to this adults-only, casual sports bar offering pints & made-to-order burgers & fries.",,https://lh3.googleusercontent.com/p/AF1QipN7suRMrDFn3o0nrtJzndVtJgkGkwV1o2a_30EE=w408-h408-k-no,America/Los_Angeles,,0x80dc01db7a345c3f:0x6aba813dda3a41bd,ChIJP1w0etsB3IARvUE62j2Bumo,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""114238524387038866247"",""name"":""Rocky's Crown Pub (Owner)"",""link"":""https://www.google.com/maps/contrib/114238524387038866247""}","{""borough"":""Pacific Beach"",""street"":""3786 Ingraham St"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/Square+Pizza+Co+-+Pacific+Beach/data=!4m7!3m6!1s0x80dc01ecd27ece37:0xb26488eaae7d7b55!8m2!3d32.7976882!4d-117.2521337!16s%2Fg%2F11c5hjmsrt!19sChIJN85-0uwB3IARVXt9ruqIZLI?authuser=0&hl=en&rclk=1,Square Pizza Co - Pacific Beach,Pizza restaurant,"4508 Cass St Suite C, San Diego, CA 92109","{""Tuesday"":[""11:30 AM–9 PM""]}",{},https://www.squarepizzaco.com/,(858) 412-4469,"QPXX+34 San Diego, California",0,4.800000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.797688,-117.252134,12854549777953422165,,"Small, neighborhood spot offering three types of square pizza slices, including Detroit-style.",,https://lh3.googleusercontent.com/p/AF1QipOUWP_8ov_q98DIC-Mb8JqiVETdgEiGgeLGgkzJ=w408-h271-k-no,America/Los_Angeles,,0x80dc01ecd27ece37:0xb26488eaae7d7b55,ChIJN85-0uwB3IARVXt9ruqIZLI,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""101418586449791669802"",""name"":""Square Pizza Co - Pacific Beach (Owner)"",""link"":""https://www.google.com/maps/contrib/101418586449791669802""}","{""borough"":""Pacific Beach"",""street"":""4508 Cass St Suite C"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/Pacific+Beach+AleHouse/data=!4m7!3m6!1s0x80dc01ed837d4cab:0xac4502ed3a63cacd!8m2!3d32.7943504!4d-117.255392!16s%2Fg%2F1vqth263!19sChIJq0x9g-0B3IARzcpjOu0CRaw?authuser=0&hl=en&rclk=1,Pacific Beach AleHouse,American restaurant,"721 Grand Ave, San Diego, CA 92109","{""Tuesday"":[""11 AM–10 PM""]}",{},https://pbalehouse.com/,(858) 581-2337,"QPVV+PR San Diego, California",0,4.400000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.794350,-117.255392,12413331165826763469,,"2-story beachfront pub popular with locals for house-brewed beer, pub grub & patio people-watching.",,https://lh3.googleusercontent.com/p/AF1QipM5jTxgD-uGG-zmNl5kMw2mrRMY85YEcJw4FB9W=w426-h240-k-no,America/Los_Angeles,,0x80dc01ed837d4cab:0xac4502ed3a63cacd,ChIJq0x9g-0B3IARzcpjOu0CRaw,[],"[{""link"":""/url?q=https://party-request.tripleseat.com/venues/PRF4ugA3/%3Frwg_token%3DAFd1xnGknY5iBkRJ4pwwG7RAeOgPHWl9tQcZ9WZtUqP0UUDiPRi4qMd9BysRj2xBBJCxLz8yawgXVwVwb2F0SCtFBPCYuEhL-g%253D%253D\u0026opi=79508299\u0026sa=U\u0026ved=0ahUKEwjP1bCEg9CSAxVvr5UCHRVRPbsQ2ZABCBgoEQ\u0026usg=AOvVaw3tTvvoi4sKOz_7ZZdrngcr"",""source"":""tripleseat.com""},{""link"":""https://www.google.com/maps/reserve/v/dine/c/JhRu-kQnTKg?source=pa\u0026opi=79508299"",""source"":""google.com""}]",null,"{""link"":"""",""source"":""""}","{""id"":""109570852205612677008"",""name"":""Pacific Beach AleHouse (Owner)"",""link"":""https://www.google.com/maps/contrib/109570852205612677008""}","{""borough"":""Pacific Beach"",""street"":""721 Grand Ave"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/Oscars+Mexican+Seafood/data=!4m7!3m6!1s0x80dc018d65e6a6ed:0xea7c8b01af94dcb9!8m2!3d32.7985181!4d-117.2565189!16s%2Fg%2F1pv05jj0m!19sChIJ7abmZY0B3IARudyUrwGLfOo?authuser=0&hl=en&rclk=1,Oscars Mexican Seafood,Taco restaurant,"746 Emerald St, San Diego, CA 92109","{""Tuesday"":[""8 AM–9 PM""]}",{},http://oscarsmexicanseafood.com/,(858) 412-4009,"QPXV+C9 San Diego, California",0,4.600000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.798518,-117.256519,16896532741344255161,,"Branch of a Mexican seafood chain known for classic & modern tacos, tortas, sides & sodas.",,https://lh3.googleusercontent.com/p/AF1QipM3pyyHja7STftezB4JHII3EV2Zd5AkM9ffD_8O=w408-h544-k-no,America/Los_Angeles,,0x80dc018d65e6a6ed:0xea7c8b01af94dcb9,ChIJ7abmZY0B3IARudyUrwGLfOo,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""113463359116823288316"",""name"":""Oscars Mexican Seafood (Owner)"",""link"":""https://www.google.com/maps/contrib/113463359116823288316""}","{""borough"":""Pacific Beach"",""street"":""746 Emerald St"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/The+Grass+Skirt/data=!4m7!3m6!1s0x80dc01ecfc766471:0x157692650856a283!8m2!3d32.7955645!4d-117.2528053!16s%2Fg%2F11csb2ljyk!19sChIJcWR2_OwB3IARg6JWCGWSdhU?authuser=0&hl=en&rclk=1,The Grass Skirt,Tiki bar,"910 Grand Ave, San Diego, CA 92109","{""Tuesday"":[""5–11 PM""]}",{},http://thegrassskirt.com/,(858) 412-5237,"QPWW+6V San Diego, California",0,4.500000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.795564,-117.252805,1546584484677591683,,Laid-back hangout crafting small plates & tiki drinks in a fun & funky space with Polynesian decor.,,https://lh3.googleusercontent.com/p/AF1QipNMlHismV6NntBE_mzEDcBlrTM3A73FpQ7dFems=w408-h272-k-no,America/Los_Angeles,,0x80dc01ecfc766471:0x157692650856a283,ChIJcWR2_OwB3IARg6JWCGWSdhU,[],"[{""link"":""/url?q=https://www.thegrassskirt.com/reservations/\u0026opi=79508299\u0026sa=U\u0026ved=0ahUKEwjyhtCFg9CSAxUMqpUCHVT2Fc4Q2ZABCBUoEA\u0026usg=AOvVaw3ZlAnGNKPbAWVykKsqBsbX"",""source"":""thegrassskirt.com""},{""link"":""/url?q=https://www.opentable.com/restaurant/profile/985066%3Fref%3D1068\u0026opi=79508299\u0026sa=U\u0026ved=0ahUKEwjyhtCFg9CSAxUMqpUCHVT2Fc4Q2ZABCBYoEQ\u0026usg=AOvVaw3qMYocAjH3cCEcl95YI-DT"",""source"":""opentable.com""},{""link"":""https://www.google.com/maps/reserve/v/dine/c/UtTDl8EC7NE?source=pa\u0026opi=79508299"",""source"":""google.com""}]",null,"{""link"":"""",""source"":""""}","{""id"":""107800132863573519062"",""name"":""The Grass Skirt (Owner)"",""link"":""https://www.google.com/maps/contrib/107800132863573519062""}","{""borough"":""Pacific Beach"",""street"":""910 Grand Ave"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/The+Sandbox/data=!4m7!3m6!1s0x80dc01ec89cb7b51:0x2365082f93c897ee!8m2!3d32.7994321!4d-117.2431943!16s%2Fg%2F1ydntyzqb!19sChIJUXvLiewB3IAR7pfIky8IZSM?authuser=0&hl=en&rclk=1,The Sandbox,Pizza restaurant,"1466 Garnet Ave, San Diego, CA 92109","{""Tuesday"":[""11:30 AM–9 PM""]}",{},http://thesandboxpizza.com/,(858) 272-7263,"QQX4+QP San Diego, California",0,4.400000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.799432,-117.243194,2550453764411135982,,"Chill sports bar featuring specialty & build-your-own pizzas, 10+ TVs, draft beers & cocktails.",,https://lh3.googleusercontent.com/p/AF1QipMwVHoNDxsn8jEaULDUPKl2NTdH-yYxDSaO5asY=w426-h240-k-no,America/Los_Angeles,,0x80dc01ec89cb7b51:0x2365082f93c897ee,ChIJUXvLiewB3IAR7pfIky8IZSM,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""115567618807019606764"",""name"":""The Sandbox (Owner)"",""link"":""https://www.google.com/maps/contrib/115567618807019606764""}","{""borough"":""Pacific Beach"",""street"":""1466 Garnet Ave"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/Thai+Village/data=!4m7!3m6!1s0x80dc018d58e3e8af:0xaa9cfe0d7b276d96!8m2!3d32.7979028!4d-117.2560417!16s%2Fg%2F1v3_2zvw!19sChIJr-jjWI0B3IARlm0new3-nKo?authuser=0&hl=en&rclk=1,Thai Village,Thai restaurant,"4618 Mission Blvd, San Diego, CA 92109","{""Tuesday"":[""12–3:45 PM"",""4:45–9:30 PM""]}",{},https://www.thaivillagepb.com/,(858) 270-4991,"QPXV+5H San Diego, California",0,4.600000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.797903,-117.256042,12293980416668822934,,Made-to-order fare like avocado or mango curries keep locals returning to this relaxed Thai eatery.,,https://lh3.googleusercontent.com/p/AF1QipOzGKAUPp6Sh-RgTWLxDMcqGJtHIUng8kg0rD6x=w426-h240-k-no,America/Los_Angeles,,0x80dc018d58e3e8af:0xaa9cfe0d7b276d96,ChIJr-jjWI0B3IARlm0new3-nKo,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""116719870882092025182"",""name"":""Thai Village (Owner)"",""link"":""https://www.google.com/maps/contrib/116719870882092025182""}","{""borough"":""Pacific Beach"",""street"":""4618 Mission Blvd"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":false}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/The+Duck+Dive/data=!4m7!3m6!1s0x80dc018d6698aebd:0x4cbe323a6529d2b8!8m2!3d32.7985453!4d-117.2563273!16s%2Fg%2F1262fksp3!19sChIJva6YZo0B3IARuNIpZToyvkw?authuser=0&hl=en&rclk=1,The Duck Dive,American restaurant,"4650 Mission Blvd, San Diego, CA 92109","{""Tuesday"":[""Closed""]}",{},http://www.theduckdive.com/,(858) 273-3825,"QPXV+CF San Diego, California",0,4.200000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.798545,-117.256327,5529912618844279480,,"American cuisine, craft beers & cocktails in a lounge featuring surf videos & a wavelike ceiling.",,https://lh3.googleusercontent.com/p/AF1QipPpfOeUpkKx418fGtsOAZ-GJZwl6kj8tIiQQxuE=w408-h284-k-no,America/Los_Angeles,,0x80dc018d6698aebd:0x4cbe323a6529d2b8,ChIJva6YZo0B3IARuNIpZToyvkw,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""115738412370751067247"",""name"":""The Duck Dive (Owner)"",""link"":""https://www.google.com/maps/contrib/115738412370751067247""}","{""borough"":""Pacific Beach"",""street"":""4650 Mission Blvd"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/Fig+Tree+Cafe/data=!4m7!3m6!1s0x80dc019aa579df7f:0xab8b8bf52ec7b3b7!8m2!3d32.8080468!4d-117.2547924!16s%2Fg%2F1tct900l!19sChIJf995pZoB3IARt7PHLvWLi6s?authuser=0&hl=en&rclk=1,Fig Tree Cafe,Californian restaurant,"5119 Cass St, San Diego, CA 92109","{""Tuesday"":[""7 AM–3 PM""]}",{},http://figtreeeatery.com/locations/pacific-beach/,(858) 274-2233,"RP5W+63 San Diego, California",0,4.500000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.808047,-117.254792,12361127487416546231,,"Quaint cafe serving up locavore breakfasts, including French toast, inside or on the shaded patio.",,https://lh3.googleusercontent.com/p/AF1QipOlDuEc1Qw_zmoA-AhMcBolXS_HV-RYoxvuy1O1=w408-h271-k-no,America/Los_Angeles,,0x80dc019aa579df7f:0xab8b8bf52ec7b3b7,ChIJf995pZoB3IARt7PHLvWLi6s,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""115713157621235073416"",""name"":""Fig Tree Cafe (Owner)"",""link"":""https://www.google.com/maps/contrib/115713157621235073416""}","{""borough"":""Pacific Beach"",""street"":""5119 Cass St"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/The+French+Gourmet/data=!4m7!3m6!1s0x80dc01852de49135:0xe871e8bd228ef071!8m2!3d32.8094199!4d-117.2563644!16s%2Fg%2F1tj96qd1!19sChIJNZHkLYUB3IARcfCOIr3oceg?authuser=0&hl=en&rclk=1,The French Gourmet,Bakery,"960 Turquoise St, San Diego, CA 92109","{""Tuesday"":[""7 AM–4 PM""]}",{},http://www.thefrenchgourmet.com/,(858) 488-1725,"RP5V+QF San Diego, California",0,4.500000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.809420,-117.256364,16749424388193841265,,"This bistro, bakery & wine shop lures locals for homemade goodies & chic, European-style decor.",,https://lh3.googleusercontent.com/p/AF1QipOO0vBKMaflYFAknaTR2qcbqfw5YmACfsMRRPcz=w408-h272-k-no,America/Los_Angeles,,0x80dc01852de49135:0xe871e8bd228ef071,ChIJNZHkLYUB3IARcfCOIr3oceg,[],"[{""link"":""/url?q=https://thefrenchgourmet.com/the-french-gourmet-french-restaurant-san-diego/\u0026opi=79508299\u0026sa=U\u0026ved=0ahUKEwjYjYCJg9CSAxXpq5UCHbPzAWsQ2ZABCCkoGA\u0026usg=AOvVaw0iJ0g2LuBKyRhowqQh_o21"",""source"":""thefrenchgourmet.com""}]",null,"{""link"":"""",""source"":""""}","{""id"":""107379435484313680897"",""name"":""The French Gourmet (Owner)"",""link"":""https://www.google.com/maps/contrib/107379435484313680897""}","{""borough"":""Pacific Beach"",""street"":""960 Turquoise St"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/Saco%27s+Tacos/data=!4m7!3m6!1s0x80dc013dd3667ea9:0x6deeccbce826f37d!8m2!3d32.801242!4d-117.2330049!16s%2Fg%2F11q4zw9mvw!19sChIJqX5m0z0B3IARffMm6LzM7m0?authuser=0&hl=en&rclk=1,Saco's Tacos,Mexican restaurant,"2015 Garnet Ave Suite 103, San Diego, CA 92109","{""Tuesday"":[""10 AM–9 PM""]}",{},http://sacostaco.com/,(858) 900-2016,"RQ28+FQ San Diego, California",0,4.400000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.801242,-117.233005,7921493906312065917,,,,https://lh3.googleusercontent.com/p/AF1QipOPksON9VglwWIqTEkAplWtAFOg7G-3ibDIFYyN=w408-h544-k-no,America/Los_Angeles,,0x80dc013dd3667ea9:0x6deeccbce826f37d,ChIJqX5m0z0B3IARffMm6LzM7m0,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""114705463241386109210"",""name"":""Saco's Tacos (Owner)"",""link"":""https://www.google.com/maps/contrib/114705463241386109210""}","{""borough"":""Pacific Beach"",""street"":""2015 Garnet Ave Suite 103"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/World+Famous/data=!4m7!3m6!1s0x80dc01ee17bdf3f9:0x545f58eab788a2fe!8m2!3d32.7908875!4d-117.2550919!16s%2Fg%2F1tlvptxt!19sChIJ-fO9F-4B3IAR_qKIt-pYX1Q?authuser=0&hl=en&rclk=1,World Famous,Californian restaurant,"711 Pacific Beach Dr, San Diego, CA 92109","{""Tuesday"":[""8 AM–9 PM""]}",{},http://worldfamouspb.com/,(858) 272-3100,"QPRV+9X San Diego, California",0,4.400000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.790887,-117.255092,6079675787098235646,,"Inventive mix of surf, turf & pub grub in simple, wood-paneled digs or on the oceanfront patio.",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepeRmO2jjqLTrizPN0vyw7CPmz-O8RilmEwfOC6jk6ZUSdA28e1Kj-jfaONEpmemu-C0VBFp0OxS-KOm74QRPnpOLOjaoSK2lTlBgmcNsIyPv81ZY_wMnc3jgC7-a_Ih1wjGC6hpbMHV9Q=w426-h240-k-no,America/Los_Angeles,,0x80dc01ee17bdf3f9:0x545f58eab788a2fe,ChIJ-fO9F-4B3IAR_qKIt-pYX1Q,[],"[{""link"":""/url?q=https://www.opentable.com/restaurant/profile/81931%3Fref%3D1068\u0026opi=79508299\u0026sa=U\u0026ved=0ahUKEwih0aeKg9CSAxU2ppUCHf3VLUYQ2ZABCBgoEQ\u0026usg=AOvVaw3jhPsyTSPqzUg-L1gsHmvX"",""source"":""opentable.com""},{""link"":""https://www.google.com/maps/reserve/v/dine/c/AAk9gitA-p8?source=pa\u0026opi=79508299"",""source"":""google.com""}]",null,"{""link"":"""",""source"":""""}","{""id"":""112198362374750742687"",""name"":""World Famous (Owner)"",""link"":""https://www.google.com/maps/contrib/112198362374750742687""}","{""borough"":""Pacific Beach"",""street"":""711 Pacific Beach Dr"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/Kono%27s+Cafe/data=!4m7!3m6!1s0x80dc01f2b1f27431:0x286df348c59f51c0!8m2!3d32.7964954!4d-117.2566491!16s%2Fg%2F1th7ymz_!19sChIJMXTysfIB3IARwFGfxUjzbSg?authuser=0&hl=en&rclk=1,Kono's Cafe,Restaurant,"704 Garnet Ave, San Diego, CA 92109","{""Tuesday"":[""7 AM–3 PM""]}",{},http://konoscafepb.com/,(858) 483-1669,"QPWV+H8 San Diego, California",0,4.800000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.796495,-117.256649,2913252027857326528,,Hearty breakfast & lunch options in a relaxed diner with a surf-themed interior.,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerDeWUBKU_anZxN4E7H21IXilQxGAo_lKYua8RzZfOHikHvkcZkWGgxGVcwHWV7ifTjv6lNaPWMz2dKwIclar2Zh8xVtZzXf3Wa7Lz-mGW1RnKAhDdEbTwbDtVmfg0-SRoSlsveRDMKsK7m=w408-h544-k-no,America/Los_Angeles,,0x80dc01f2b1f27431:0x286df348c59f51c0,ChIJMXTysfIB3IARwFGfxUjzbSg,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""107576557726675434591"",""name"":""Kono's Cafe (Owner)"",""link"":""https://www.google.com/maps/contrib/107576557726675434591""}","{""borough"":""Pacific Beach"",""street"":""704 Garnet Ave"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/The+Crack+Shack+-+Pacific+Beach/data=!4m7!3m6!1s0x80dc01e4d2f2bb8b:0x54e8e175f05ecef3!8m2!3d32.79725!4d-117.255351!16s%2Fg%2F11wy3_spgn!19sChIJi7vy0uQB3IAR885e8HXh6FQ?authuser=0&hl=en&rclk=1,The Crack Shack - Pacific Beach,Chicken restaurant,"4525 Mission Blvd, San Diego, CA 92109","{""Tuesday"":[""11 AM–10 PM""]}",{},https://www.crackshack.com/,(877) 595-8304,"QPWV+VV San Diego, California",0,4.400000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.797250,-117.255351,6118387990442987251,,,,https://lh3.googleusercontent.com/p/AF1QipOnMuPaRrojnYrXEt7HvXUiHr2X6sHRPRsVytmn=w408-h272-k-no,America/Los_Angeles,,0x80dc01e4d2f2bb8b:0x54e8e175f05ecef3,ChIJi7vy0uQB3IAR885e8HXh6FQ,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""110774539614349886384"",""name"":""The Crack Shack - Pacific Beach (Owner)"",""link"":""https://www.google.com/maps/contrib/110774539614349886384""}","{""borough"":""Pacific Beach"",""street"":""4525 Mission Blvd"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true},{""name"":""Wheelchair accessible restroom"",""enabled"":true},{""name"":""Wheelchair accessible seating"",""enabled"":true},{""name"":""Assistive hearing loop"",""enabled"":false}]}]",[],null,
8babcc7f-99a9-4f16-8208-be98d5abf15e,https://www.google.com/maps/place/The+Pad+Thai+Stand+-+Pacific+Beach/data=!4m7!3m6!1s0x80dc01c36c74527f:0xc3b9d554376a31d7!8m2!3d32.798104!4d-117.2492745!16s%2Fg%2F11w4vwvd6p!19sChIJf1J0bMMB3IAR1zFqN1TVucM?authuser=0&hl=en&rclk=1,The Pad Thai Stand - Pacific Beach,Thai restaurant,"1136 Garnet Ave, San Diego, CA 92109","{""Tuesday"":[""11 AM–10 PM""]}",{},https://padthaistand.com/,(858) 203-7021,"QQX2+67 San Diego, California",0,4.700000,"{""1"":0,""2"":0,""3"":0,""4"":0,""5"":0}",32.798104,-117.249274,14103538265771094487,,,,https://lh3.googleusercontent.com/p/AF1QipMVZIPmwZDsHlw7aVnMyYOZsOXeNBWTsQNoj0E=w408-h508-k-no,America/Los_Angeles,,0x80dc01c36c74527f:0xc3b9d554376a31d7,ChIJf1J0bMMB3IAR1zFqN1TVucM,[],null,null,"{""link"":"""",""source"":""""}","{""id"":""104348654593951482658"",""name"":""The Pad Thai Stand - Pacific Beach (Owner)"",""link"":""https://www.google.com/maps/contrib/104348654593951482658""}","{""borough"":""Pacific Beach"",""street"":""1136 Garnet Ave"",""city"":""San Diego"",""postal_code"":""92109"",""state"":""California"",""country"":""US""}","[{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair accessible entrance"",""enabled"":true},{""name"":""Wheelchair accessible parking lot"",""enabled"":true}]}]",[],null,
